Opportunity ID,Account ID 18 Digits,Opportunity Owner,Amount (converted),Stage,Created Date,Close Date,Age,Lead Source,Employees,Industry,Market Segment,Reporting Manager,Territory,Month&Year,Created Month & Year
00606000014v5kx,00106000024A8wVAAS,AE 8,1979.86,Closed Won,12/22/2022,12/28/2022,6,Partner Referral,291,Other Consumer Goods - Furniture,Corporate,Director of Sales 3,AMER,Dec 2022,Dec 2022
00606000012wgzX,00106000022nRIsAAM,AE 5,4068.05,Closed Won,9/15/2022,12/29/2022,105,Inbound,645,Apparel & Textile - Clothes,Corporate,Director of Sales 2,EMEA,Dec 2022,Sep 2022
00606000012yDUD,00106000020vbrrAAA,AE 6,4068.05,Closed Lost,6/9/2022,12/30/2022,204,Inbound,,,,Director of Sales 2,EMEA,Dec 2022,Jun 2022
00606000012wTHa,00106000020qtcgAAA,AE 6,2905.75,Closed Lost,8/11/2022,12/30/2022,141,Inbound,,apparel & fashion,,Director of Sales 2,EMEA,Dec 2022,Aug 2022
00606000012z0Re,00106000022Ae1TAAS,AE 6,3486.9,Closed Lost,8/6/2022,12/30/2022,146,Inbound,,entertainment,,Director of Sales 2,EMEA,Dec 2022,Aug 2022
00606000014umU0,00106000023O3IZAA0,AE 6,3486.9,Closed Lost,11/4/2022,12/30/2022,56,Outbound,,,,Director of Sales 2,EMEA,Dec 2022,Nov 2022
00606000012wik7,00106000022njiVAAQ,AE 6,3486.9,Closed Lost,9/17/2022,12/30/2022,104,Inbound,,Financial Services,,Director of Sales 2,EMEA,Dec 2022,Sep 2022
00606000012wm04,00106000022oq2EAAQ,AE 6,5811.5,Closed Lost,9/23/2022,12/30/2022,98,Inbound,,airlines/aviation,,Director of Sales 2,EMEA,Dec 2022,Sep 2022
00606000012yXx6,00106000021d3wpAAA,AE 6,4068.05,Closed Lost,6/17/2022,12/30/2022,196,Inbound,,Agencies / Consultancies / Software Providers - SaaS Companies,,Director of Sales 2,EMEA,Dec 2022,Jun 2022
00606000014uglw,00106000023OoGdAAK,AE 7,20631.81,Closed Lost,10/21/2022,12/30/2022,70,Inbound,,,,Director of Sales 2,EMEA,Dec 2022,Oct 2022
00606000012wVJ4,0010600001xGdvKAAS,AE 6,3486.9,Closed Lost,8/17/2022,12/30/2022,135,Inbound,,Apparel & Textile,,Director of Sales 2,EMEA,Dec 2022,Aug 2022
00606000012wYga,00106000022lhO8AAI,AE 6,3486.9,Closed Lost,8/25/2022,12/30/2022,127,Inbound,,internet,,Director of Sales 2,EMEA,Dec 2022,Aug 2022
00606000014upYA,00106000023R0joAAC,AE 6,2905.75,Closed Lost,11/10/2022,12/30/2022,50,Inbound,,,,Director of Sales 2,EMEA,Dec 2022,Nov 2022
00606000012wmVC,00106000022ornzAAA,AE 1,3000,Closed Won,9/23/2022,12/31/2022,99,Outbound,416,,Corporate,Director of Sales 1,APAC,Dec 2022,Sep 2022
00606000012yahk,00106000021dQy1AAE,Director of Sales 1,,Closed Lost,6/22/2022,1/2/2023,194,Inbound,,music,,Director of Sales 1,APAC,Jan 2023,Jun 2022
00606000012wpFv,00106000022pOAIAA2,Director of Sales 1,8000,Closed Lost,9/29/2022,1/2/2023,95,Inbound,,Retail,,Director of Sales 1,APAC,Jan 2023,Sep 2022
00606000012xsgW,00106000020tE7dAAE,Director of Sales 1,581.15,Closed Lost,5/10/2022,1/2/2023,237,Inbound,,Financial Services,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000012xGaW,0010600001xF83RAAS,Director of Sales 1,4000,Closed Lost,3/24/2022,1/2/2023,284,Partner Referral,,Apparel & Textile,,Director of Sales 1,APAC,Jan 2023,Mar 2022
00606000014v5Ym,00106000024A7cgAAC,AE 9,2000,Closed Lost,12/21/2022,1/4/2023,14,Inbound,,cosmetics,,Director of Sales 3,AMER,Jan 2023,Dec 2022
00606000014v4SO,0010600001xHJt7AAG,AE 5,5000,Closed Lost,12/16/2022,1/6/2023,21,Inbound,,Financial Services,,Director of Sales 2,EMEA,Jan 2023,Dec 2022
00606000012xaXy,0010600001xHJt7AAG,AE 5,4649.2,Closed Lost,4/21/2022,1/6/2023,260,Inbound,,Financial Services,,Director of Sales 2,EMEA,Jan 2023,Apr 2022
00606000014v61y,00106000024ABJFAA4,AE 9,5000,Closed Lost,12/23/2022,1/7/2023,15,Inbound,,staffing & recruiting,,Director of Sales 3,AMER,Jan 2023,Dec 2022
00606000014uvNm,001060000247tD7AAI,AE 9,5000,Closed Lost,11/22/2022,1/7/2023,46,Inbound,,"health, wellness & fitness",,Director of Sales 3,AMER,Jan 2023,Nov 2022
00606000012wglL,00106000022mFzqAAE,AE 1,4000,Closed Lost,9/15/2022,1/10/2023,117,Outbound,,,,Director of Sales 1,APAC,Jan 2023,Sep 2022
00606000012wZ6O,00106000022lns7AAA,AE 1,1500,Closed Lost,8/26/2022,1/10/2023,137,Inbound,,internet,,Director of Sales 1,APAC,Jan 2023,Aug 2022
00606000012wZXU,00106000022ltsJAAQ,Director of Sales 1,4000,Closed Lost,8/27/2022,1/10/2023,136,Inbound,,Financial Services,,Director of Sales 1,APAC,Jan 2023,Aug 2022
00606000014v2RI,001060000248zbkAAA,AE 1,2500,Closed Lost,12/3/2022,1/10/2023,38,Inbound,,Financial Services,,Director of Sales 1,APAC,Jan 2023,Dec 2022
00606000014ukoX,00106000023Pgs9AAC,AE 1,4000,Closed Lost,11/1/2022,1/11/2023,71,Outbound,,Food & Beverage - Delivery Services,,Director of Sales 1,APAC,Jan 2023,Nov 2022
00606000014uiCV,00106000023P8sAAAS,Misc. Rep,58800,Closed Won,10/25/2022,1/11/2023,78,Inbound,2898,information technology & services,Enterprise,Director of Sales 3,AMER,Jan 2023,Oct 2022
00606000012xzxg,00106000020u2jJAAQ,AE 5,17500,Closed Lost,5/20/2022,1/12/2023,237,Inbound,,chemicals,,Director of Sales 2,EMEA,Jan 2023,May 2022
00606000012xzLw,00106000020u0B4AAI,Director of Sales 1,5000,Closed Lost,5/19/2022,1/12/2023,237,Outbound,,,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000012wgi7,0011o00001uTipCAAS,AE 1,1500,Closed Lost,9/15/2022,1/13/2023,120,Outbound,,Financial Services,,Director of Sales 1,APAC,Jan 2023,Sep 2022
00606000014uinl,00106000023NiTKAA0,AE 1,4000,Closed Lost,10/26/2022,1/13/2023,78,Outbound,,Food & Beverage - Delivery Services,,Director of Sales 1,APAC,Jan 2023,Oct 2022
00606000012wbEs,00106000022mIdgAAE,AE 1,4000,Closed Lost,9/1/2022,1/13/2023,134,Inbound,,information technology & services,,Director of Sales 1,APAC,Jan 2023,Sep 2022
00606000014uwfr,0010600002484eIAAQ,AE 5,10460.7,Closed Lost,11/24/2022,1/14/2023,51,Inbound,,,,Director of Sales 2,EMEA,Jan 2023,Nov 2022
00606000014uZ8Y,00106000023NWeJAAW,Director of Sales 1,10000,Closed Lost,10/6/2022,1/18/2023,104,Inbound,,food & beverages,,Director of Sales 1,APAC,Jan 2023,Oct 2022
00606000014uZxT,00106000022nJSQAA2,AE 1,4000,Closed Lost,10/7/2022,1/18/2023,103,Outbound,,,,Director of Sales 1,APAC,Jan 2023,Oct 2022
00606000012yv2l,00106000021gHkFAAU,AE 3,2000,Closed Lost,7/23/2022,1/18/2023,179,Inbound,,restaurants,,Director of Sales 1,APAC,Jan 2023,Jul 2022
00606000012xvep,0011o00001oB9PqAAK,Director of Sales 1,5000,Closed Lost,5/13/2022,1/18/2023,249,Outbound,,,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000012y1gh,00106000020uJMBAA2,Director of Sales 1,3000,Closed Lost,5/24/2022,1/18/2023,239,Outbound,,Health Care,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000012wbFC,00106000022mIjFAAU,AE 1,2000,Closed Lost,9/1/2022,1/18/2023,139,Outbound,,Educational Services - Universities,,Director of Sales 1,APAC,Jan 2023,Sep 2022
00606000012whEw,00106000022nTYIAA2,Misc. Rep,1500,Closed Lost,9/15/2022,1/19/2023,126,Inbound,,,,Director of Sales 3,AMER,Jan 2023,Sep 2022
00606000014uYty,00106000023NU3ZAAW,Misc. Rep,4000,Closed Lost,10/5/2022,1/19/2023,106,Inbound,,,,Director of Sales 3,AMER,Jan 2023,Oct 2022
00606000014v0Rv,001060000248ZK3AAM,Misc. Rep,1500,Closed Lost,11/30/2022,1/19/2023,50,Inbound,,Financial Services,,Director of Sales 3,AMER,Jan 2023,Nov 2022
00606000012xvez,00106000020tYomAAE,Director of Sales 1,3000,Closed Lost,5/13/2022,1/19/2023,250,Outbound,,Food & Beverage - Restaurants,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000014uidR,00106000023PE6FAAW,Misc. Rep,5000,Closed Lost,10/26/2022,1/19/2023,85,Inbound,,gambling & casinos,,Director of Sales 3,AMER,Jan 2023,Oct 2022
00606000014v48S,001060000249y3uAAA,Misc. Rep,3000,Closed Lost,12/14/2022,1/19/2023,36,Inbound,,marketing & advertising,,Director of Sales 3,AMER,Jan 2023,Dec 2022
00606000012wdoz,00106000022mprqAAA,Misc. Rep,2000,Closed Lost,9/7/2022,1/19/2023,134,Inbound,,online media,,Director of Sales 3,AMER,Jan 2023,Sep 2022
006060000136BiE,0011o00001uSHNwAAO,Director of Sales 1,15500,Closed Lost,3/4/2022,1/19/2023,321,Outbound,,Agencies / Consultancies / Software Providers,,Director of Sales 1,APAC,Jan 2023,Mar 2022
00606000012yPPy,00106000020sFekAAE,AE 3,240000,Qualifying,6/11/2022,1/20/2023,291,Customer Referral,,Food & Beverage,,Director of Sales 1,APAC,Jan 2023,Jun 2022
00606000012xwJ9,00106000020tl98AAA,AE 2,4000,Closed Lost,5/17/2022,1/20/2023,248,Inbound,,,,Director of Sales 1,APAC,Jan 2023,May 2022
00606000012wUhe,00106000020rIvPAAU,AE 4,10460.7,Closed Lost,8/16/2022,1/20/2023,157,Inbound,,internet,,Director of Sales 2,EMEA,Jan 2023,Aug 2022
00606000012xNWz,0010600001xG7mVAAS,Director of Sales 1,2000,Closed Lost,4/6/2022,1/20/2023,289,Outbound,,,,Director of Sales 1,APAC,Jan 2023,Apr 2022
00606000012bHZs,0010600001z4sbKAAQ,AE 8,9000,Closed Lost,1/27/2022,1/21/2023,359,Inbound,,Financial Services,,Director of Sales 3,AMER,Jan 2023,Jan 2022
00606000012yoQj,00106000021fLw0AAE,AE 4,9000,Closed Lost,7/8/2022,1/24/2023,200,Inbound,,automotive,,Director of Sales 2,EMEA,Jan 2023,Jul 2022
00606000014ukxU,00106000022opN6AAI,AE 1,6000,Closed Won,11/1/2022,1/24/2023,84,Outbound,58,Food & Beverage - Delivery Services,Growth,Director of Sales 1,APAC,Jan 2023,Nov 2022
00606000012ystN,00106000021fsZqAAI,AE 4,10460.7,Closed Lost,7/16/2022,1/24/2023,192,Inbound,,broadcast media,,Director of Sales 2,EMEA,Jan 2023,Jul 2022
00606000014v4HB,001060000249za0AAA,AE 4,6973.8,Closed Won,12/15/2022,1/24/2023,40,Inbound,302,Insurance,Corporate,Director of Sales 2,EMEA,Jan 2023,Dec 2022
00606000012xU2L,0010600001xGmCCAA0,AE 8,10900,Closed Lost,4/14/2022,1/25/2023,286,Inbound,,Apparel & Textile - Clothes,,Director of Sales 3,AMER,Jan 2023,Apr 2022
00606000012z01H,00106000022AYwEAAW,AE 4,9000,Closed Lost,8/5/2022,1/25/2023,173,Inbound,,Financial Services - Banking,,Director of Sales 2,EMEA,Jan 2023,Aug 2022
00606000014umkD,00106000023QWLEAA4,AE 8,10000,Closed Lost,11/4/2022,1/26/2023,83,Partner Referral,,consumer electronics,,Director of Sales 3,AMER,Jan 2023,Nov 2022
00606000012yOHo,00106000020vjOnAAI,AE 5,10000,Closed Won,6/10/2022,1/26/2023,230,Inbound,4,internet,Growth,Director of Sales 2,EMEA,Jan 2023,Jun 2022
00606000012y18p,00106000020u8ekAAA,Misc. Rep,2000,Closed Lost,5/21/2022,1/26/2023,250,Inbound,,Travel - Hospitality,,Director of Sales 3,AMER,Jan 2023,May 2022
00606000014uWmX,00106000022paV1AAI,AE 8,,Closed Lost,9/30/2022,1/26/2023,117,Partner Referral,,Retail,,Director of Sales 3,AMER,Jan 2023,Sep 2022
00606000014v3Md,001060000249Q33AAE,AE 9,10000,Closed Lost,12/9/2022,1/26/2023,48,Inbound,,music,,Director of Sales 3,AMER,Jan 2023,Dec 2022
00606000014v3f6,001060000249qjCAAQ,AE 7,5811.5,Closed Lost,12/10/2022,1/26/2023,47,Inbound,,internet,,Director of Sales 2,EMEA,Jan 2023,Dec 2022
00606000012bA7t,0010600001z3qxIAAQ,AE 8,4000,Closed Lost,1/15/2022,1/26/2023,376,Inbound,,Other Consumer Goods - Cosmetics,,Director of Sales 3,AMER,Jan 2023,Jan 2022
00606000012xyrX,00106000020txGGAAY,AE 8,3000,Closed Lost,5/19/2022,1/27/2023,253,Inbound,,Agencies / Consultancies / Software Providers - Marketing Agencies,,Director of Sales 3,AMER,Jan 2023,May 2022
00606000012yxHC,00106000022A2WyAAK,AE 1,1500,Closed Lost,7/28/2022,1/28/2023,183,Inbound,,logistics & supply chain,,Director of Sales 1,APAC,Jan 2023,Jul 2022
00606000012yeAQ,00106000021e5c0AAA,AE 8,2750,Closed Lost,6/24/2022,1/29/2023,219,Inbound,,cosmetics,,Director of Sales 3,AMER,Jan 2023,Jun 2022
00606000012yCPb,00106000020vR3MAAU,AE 6,6392.65,Closed Won,6/8/2022,1/31/2023,237,Inbound,110,information technology and services,Corporate,Director of Sales 2,EMEA,Jan 2023,Jun 2022
00606000014v32s,001060000249NcLAAU,AE 6,4649.2,Closed Lost,12/7/2022,1/31/2023,55,Inbound,,internet,,Director of Sales 2,EMEA,Jan 2023,Dec 2022
00606000014v5CM,00106000024A5mkAAC,AE 7,1743.45,Closed Lost,12/20/2022,2/1/2023,43,Inbound,,Retail,,Director of Sales 2,EMEA,Feb 2023,Dec 2022
00606000012bHZO,0010600001z4sYfAAI,AE 8,9000,Closed Lost,1/27/2022,2/1/2023,370,Inbound,,Financial Services,,Director of Sales 3,AMER,Feb 2023,Jan 2022
00606000014ufUQ,00106000023OZkcAAG,AE 4,17434.5,Closed Lost,10/19/2022,2/2/2023,106,Drift,,hospitality,,Director of Sales 2,EMEA,Feb 2023,Oct 2022
00606000012woYD,00106000022pIe8AAE,AE 4,15000,Closed Lost,9/28/2022,2/2/2023,127,Inbound,,consumer goods,,Director of Sales 2,EMEA,Feb 2023,Sep 2022
00606000014v1KE,001060000248d7GAAQ,AE 5,4649.2,Closed Lost,12/1/2022,2/3/2023,64,Inbound,,apparel & fashion,,Director of Sales 2,EMEA,Feb 2023,Dec 2022
00606000014uwf8,0010600002484B6AAI,AE 1,6000,Closed Lost,11/24/2022,2/4/2023,72,Inbound,,hospitality,,Director of Sales 1,APAC,Feb 2023,Nov 2022
00606000012woCH,0011o00001jdAErAAM,AE 6,9685.45,Closed Won,9/27/2022,2/4/2023,130,Partner Referral,561,apparel & fashion,Corporate,Director of Sales 2,EMEA,Feb 2023,Sep 2022
00606000012b5Dq,0010600001z3JW4AAM,AE 6,5811.5,Closed Lost,1/8/2022,2/4/2023,392,Partner Referral,,Other Consumer Goods,,Director of Sales 2,EMEA,Feb 2023,Jan 2022
00606000014v0Fz,001060000248YLZAA2,AE 5,9879.55,Closed Lost,11/30/2022,2/7/2023,69,Inbound,,apparel & fashion,,Director of Sales 2,EMEA,Feb 2023,Nov 2022
00606000014uex7,00106000023OUJ3AAO,AE 3,5000,Closed Lost,10/18/2022,2/7/2023,112,Partner Referral,,,,Director of Sales 1,APAC,Feb 2023,Oct 2022
00606000014urb6,00106000023RNTpAAO,AE 5,4649.2,Closed Lost,11/15/2022,2/7/2023,84,Inbound,,internet,,Director of Sales 2,EMEA,Feb 2023,Nov 2022
00606000012warp,00106000021eajjAAA,AE 4,,Closed Lost,8/31/2022,2/7/2023,160,Outbound,,,,Director of Sales 2,EMEA,Feb 2023,Aug 2022
00606000012yzLp,00106000022APeMAAW,Director of Sales 1,9298.4,Closed Lost,8/3/2022,2/8/2023,189,Inbound,,Financial Services,,Director of Sales 1,APAC,Feb 2023,Aug 2022
00606000014uakL,00106000023NkLGAA0,AE 8,18000,Closed Lost,10/8/2022,2/8/2023,123,Inbound,,consumer electronics,,Director of Sales 3,AMER,Feb 2023,Oct 2022
00606000012yxue,00106000022A78yAAC,AE 3,4000,Closed Lost,7/29/2022,2/8/2023,193,Outbound,,Wellness & Fitness - Sports Platforms,,Director of Sales 1,APAC,Feb 2023,Jul 2022
00606000014v1Ju,001060000248d6NAAQ,AE 4,69738,Closed Lost,12/1/2022,2/10/2023,71,Inbound,,information technology & services,,Director of Sales 2,EMEA,Feb 2023,Dec 2022
00606000014uo5g,00106000023QmmXAAS,AE 5,55790.4,Closed Lost,11/8/2022,2/11/2023,95,Inbound,,internet,,Director of Sales 2,EMEA,Feb 2023,Nov 2022
00606000014uvHZ,001060000247sitAAA,AE 6,46492,Closed Lost,11/22/2022,2/11/2023,81,Inbound,,medical devices,,Director of Sales 2,EMEA,Feb 2023,Nov 2022
00606000014uf01,00106000023OVIxAAO,AE 5,69738,Closed Lost,10/18/2022,2/11/2023,116,Inbound,,,,Director of Sales 2,EMEA,Feb 2023,Oct 2022
00606000012b9Cx,0010600001xx5xKAAQ,AE 8,108000,Closed Lost,1/14/2022,2/13/2023,395,Customer Referral,,,,Director of Sales 3,AMER,Feb 2023,Jan 2022
00606000014uyZs,001060000248OgyAAE,AE 4,5000,Closed Won,11/29/2022,2/14/2023,77,Inbound,316,information technology & services,Corporate,Director of Sales 2,EMEA,Feb 2023,Nov 2022
00606000012xygP,0010600001z6LLlAAM,AE 6,4000,Closed Won,5/19/2022,2/14/2023,271,Inbound,46,Other,Growth,Director of Sales 2,EMEA,Feb 2023,May 2022
00606000012b7nC,0010600001z3alMAAQ,AE 8,60000,Closed Lost,1/13/2022,2/14/2023,397,Inbound,,Apparel & Textile,,Director of Sales 3,AMER,Feb 2023,Jan 2022
00606000012yRoT,00106000021ceSRAAY,AE 8,108000,Closed Lost,6/15/2022,2/15/2023,245,Inbound,,consumer goods,,Director of Sales 3,AMER,Feb 2023,Jun 2022
00606000012wfnA,00106000022nEeQAAU,AE 5,60000,Closed Lost,9/13/2022,2/15/2023,155,Inbound,,Financial Services,,Director of Sales 2,EMEA,Feb 2023,Sep 2022
00606000012xHT2,0010600001xFE9NAAW,Executive 1,1162.3,Closed Lost,3/25/2022,2/15/2023,327,Inbound,,Telecommunications,,IC,Other,Feb 2023,Mar 2022
00606000014uwLS,0010600002482fpAAA,AE 8,108000,Closed Lost,11/23/2022,2/17/2023,85,Inbound,,hospitality,,Director of Sales 3,AMER,Feb 2023,Nov 2022
00606000012z1Xn,00106000022B2aGAAS,AE 8,108000,Closed Lost,8/10/2022,2/18/2023,192,Inbound,,Financial Services,,Director of Sales 3,AMER,Feb 2023,Aug 2022
00606000014ukpp,00106000022paiHAAQ,AE 1,48000,Closed Lost,11/1/2022,2/21/2023,112,Outbound,,Marketplace,,Director of Sales 1,APAC,Feb 2023,Nov 2022
00606000014v3EP,001060000249OslAAE,AE 1,60000,Closed Lost,12/8/2022,2/21/2023,74,Inbound,,,,Director of Sales 1,APAC,Feb 2023,Dec 2022
00606000012ykz1,00106000021ey6pAAA,AE 8,48000,Closed Lost,7/2/2022,2/22/2023,235,Inbound,,logistics and supply chain,,Director of Sales 3,AMER,Feb 2023,Jul 2022
00606000012yuOq,00106000021gBbQAAU,AE 8,108000,Closed Lost,7/21/2022,2/28/2023,222,Partner Referral,,Food & Beverage - Restaurants,,Director of Sales 3,AMER,Feb 2023,Jul 2022
00606000012wftw,00106000020rUj6AAE,VP of CS,180000,Scoping,9/13/2022,2/28/2023,197,Customer Referral,,Retail,,IC,Other,Feb 2023,Sep 2022
00606000012yxzy,0010600001xuDwjAAE,AE 5,48000,Closed Lost,7/30/2022,3/2/2023,215,Inbound,,Apparel & Textile - Sportswear / Sports Gear,,Director of Sales 2,EMEA,Mar 2023,Jul 2022
00606000014v5lg,00106000024A8z0AAC,AE 5,55790.4,Closed Lost,12/22/2022,3/2/2023,70,Inbound,,computer & network security,,Director of Sales 2,EMEA,Mar 2023,Dec 2022
00606000012bHgK,0010600001z4y1UAAQ,AE 5,24000,Closed Lost,1/28/2022,3/2/2023,398,Inbound,,Wellness & Fitness,,Director of Sales 2,EMEA,Mar 2023,Jan 2022
00606000012yvFa,00106000021fngZAAQ,Partner Manager,,Closed Lost,7/23/2022,3/3/2023,223,Partner Referral,,information technology & services,,IC,Other,Mar 2023,Jul 2022
00606000014urNs,00106000023R6YzAAK,AE 1,24000,Closed Lost,11/15/2022,3/4/2023,109,Inbound,,internet,,Director of Sales 1,APAC,Mar 2023,Nov 2022
00606000014v03y,001060000248XkOAAU,AE 4,120000,Closed Lost,11/30/2022,3/7/2023,97,Inbound,,Retail,,Director of Sales 2,EMEA,Mar 2023,Nov 2022
00606000012b4o2,0010600001z3H4OAAU,AE 11,9500,Closed Lost,1/7/2022,3/8/2023,425,Inbound,,Wellness & Fitness,,Director of Sales 3,AMER,Mar 2023,Jan 2022
00606000014v1PJ,001060000248da3AAA,AE 11,30000,Closed Lost,12/1/2022,3/8/2023,97,Inbound,,apparel & fashion,,Director of Sales 3,AMER,Mar 2023,Dec 2022
00606000012yzpV,00106000022AWcHAAW,AE 8,60000,Closed Lost,8/4/2022,3/8/2023,216,Inbound,,consumer services,,Director of Sales 3,AMER,Mar 2023,Aug 2022
00606000012wn7a,00106000022oz1BAAQ,AE 5,55790.4,Closed Lost,9/24/2022,3/9/2023,166,Inbound,,farming,,Director of Sales 2,EMEA,Mar 2023,Sep 2022
00606000014ujtv,00106000022pcTtAAI,AE 1,60000,Closed Lost,10/29/2022,3/10/2023,132,Outbound,,Financial Services - Banking,,Director of Sales 1,APAC,Mar 2023,Oct 2022
00606000012xkXv,00106000020sNiqAAE,AE 5,120000,Closed Lost,4/29/2022,3/14/2023,319,Inbound,,internet,,Director of Sales 2,EMEA,Mar 2023,Apr 2022
00606000014uYtx,00106000023NU3YAAW,AE 11,30000,Closed Lost,10/5/2022,3/14/2023,160,Inbound,,Financial Services,,Director of Sales 3,AMER,Mar 2023,Oct 2022
00606000012wXjn,00106000020s1HoAAI,AE 11,30000,Closed Lost,8/23/2022,3/14/2023,203,Inbound,,information technology & services,,Director of Sales 3,AMER,Mar 2023,Aug 2022
00606000012xNCa,0010600001xF7gXAAS,AE 2,96000,Closed Lost,4/6/2022,3/14/2023,342,Outbound,,,,Director of Sales 1,APAC,Mar 2023,Apr 2022
00606000014ukqd,00106000023OAtUAAW,AE 1,24000,Closed Lost,11/1/2022,3/15/2023,134,Outbound,,Financial Services - Peer-to-peer lending,,Director of Sales 1,APAC,Mar 2023,Nov 2022
