Opportunity ID,Account ID 18 Digits,Opportunity Owner,Amount (converted),Stage,Created Date,Close Date,Age,Lead Source,Employees,Industry,Market Segment,Reporting Manager,Territory,Month&Year,Created Month & Year
00606000012wZ1x,00106000022lmz3AAA,AE 5,7438.72,Closed Won,8/26/2022,3/17/2023,203,Inbound,,information technology & services,,Director of Sales 2,EMEA,Mar 2023,Aug 2022
00606000014v2ru,001060000249M2gAAE,AE 9,,Closed Lost,12/6/2022,3/18/2023,102,Inbound,,automotive,,Director of Sales 3,AMER,Mar 2023,Dec 2022
00606000014uqpg,00106000023R6dJAAS,AE 1,24000,Closed Lost,11/12/2022,3/21/2023,129,Inbound,,consumer services,,Director of Sales 1,APAC,Mar 2023,Nov 2022
00606000014v5Af,00106000022pQfTAAU,AE 4,120000,Closed Lost,12/20/2022,3/22/2023,92,Outbound,,,,Director of Sales 2,EMEA,Mar 2023,Dec 2022
00606000014ukqJ,00106000023OsOLAA0,AE 1,120000,Closed Lost,11/1/2022,3/22/2023,141,Inbound,,information technology & services,,Director of Sales 1,APAC,Mar 2023,Nov 2022
00606000014v5l7,00106000024A8xnAAC,AE 4,,Closed Lost,12/22/2022,3/22/2023,90,Inbound,,Travel - Travel Agencies,,Director of Sales 2,EMEA,Mar 2023,Dec 2022
00606000012wcKo,00106000022mVvoAAE,AE 6,48816.6,Closed Lost,9/3/2022,3/22/2023,200,Inbound,,individual & family services,,Director of Sales 2,EMEA,Mar 2023,Sep 2022
00606000012yxwu,00106000022A7w0AAC,AE 6,48816.6,Closed Lost,7/30/2022,3/23/2023,236,Inbound,,Telecommunications,,Director of Sales 2,EMEA,Mar 2023,Jul 2022
00606000014uiYW,00106000023PCWjAAO,AE 6,41842.8,Closed Lost,10/26/2022,3/23/2023,148,Inbound,,internet,,Director of Sales 2,EMEA,Mar 2023,Oct 2022
00606000012x50C,0010600001xDyNzAAK,AE 6,139476,Closed Lost,3/5/2022,3/23/2023,383,Inbound,,Other Consumer Goods - Electronics,,Director of Sales 2,EMEA,Mar 2023,Mar 2022
00606000012bE9Q,0010600001z4Y78AAE,AE 4,48000,Closed Lost,1/22/2022,3/23/2023,425,Inbound,,Food & Beverage - Delivery Services,,Director of Sales 2,EMEA,Mar 2023,Jan 2022
00606000012y5C7,00106000020ucsuAAA,AE 5,48000,Closed Lost,5/28/2022,3/23/2023,299,Inbound,,Agencies / Consultancies / Software Providers - SaaS Companies,,Director of Sales 2,EMEA,Mar 2023,May 2022
00606000014v652,00106000024ABlUAAW,AE 9,120000,Closed Lost,12/23/2022,3/24/2023,91,Partner Referral,,Retail,,Director of Sales 3,AMER,Mar 2023,Dec 2022
00606000012wYsC,00106000022lkNHAAY,AE 8,130000,Closed Won,8/25/2022,3/25/2023,212,Inbound,,food & beverages,,Director of Sales 3,AMER,Mar 2023,Aug 2022
00606000014ufoV,00106000023OcWyAAK,AE 5,1510.99,Closed Won,10/19/2022,3/28/2023,160,Inbound,,information technology & services,,Director of Sales 2,EMEA,Mar 2023,Oct 2022
00606000012wi1b,00106000022nbUnAAI,AE 6,125528.4,Signing,9/16/2022,3/31/2023,194,Partner Referral,,Food & Beverage,,Director of Sales 2,EMEA,Mar 2023,Sep 2022
00606000014ubaC,00106000023NhYJAA0,AE 1,60000,Contracting,10/11/2022,3/31/2023,169,Outbound,,Financial Services - Peer-to-peer lending,,Director of Sales 1,APAC,Mar 2023,Oct 2022
00606000014uwey,00106000022mshDAAQ,AE 1,48000,Proving,11/24/2022,3/31/2023,125,Outbound,,,,Director of Sales 1,APAC,Mar 2023,Nov 2022
00606000012xXaG,0010600001xH8HtAAK,Director of Sales 1,110400,Contracting,4/19/2022,3/31/2023,344,Partner Referral,,Other,,Director of Sales 1,APAC,Mar 2023,Apr 2022
00606000014v7P1,00106000024AOQ6AAO,AE 9,60000,Scoping,12/30/2022,4/22/2023,89,Inbound,,Retail,,Director of Sales 3,AMER,Apr 2023,Dec 2022
00606000014v5Kf,0012400000ybhoBAAQ,AE 4,120000,Contracting,12/21/2022,4/30/2023,98,Employee Referral,,,,Director of Sales 2,EMEA,Apr 2023,Dec 2022
00606000014ualT,00106000023NkqhAAC,AE 8,187000,Contracting,10/8/2022,4/30/2023,172,Inbound,,information technology & services,,Director of Sales 3,AMER,Apr 2023,Oct 2022
00606000012y0JD,00106000020u5FZAAY,Director of Sales 1,48000,Proving,5/20/2022,4/30/2023,312,Outbound,,Food & Beverage - Restaurants,,Director of Sales 1,APAC,Apr 2023,May 2022
00606000012wpiT,00106000022pSP4AAM,AE 10,60000,Proving,9/29/2022,4/30/2023,181,Inbound,,,,Director of Sales 3,AMER,Apr 2023,Sep 2022
00606000014v488,001060000249xxhAAA,AE 10,60000,Negotiating,12/14/2022,4/30/2023,105,Inbound,,consumer services,,Director of Sales 3,AMER,Apr 2023,Dec 2022
00606000014utqD,001060000247d5VAAQ,AE 5,42540.18,Negotiating,11/18/2022,4/30/2023,131,Inbound,,apparel & fashion,,Director of Sales 2,EMEA,Apr 2023,Nov 2022
00606000012xXbY,0010600001xH8QZAA0,AE 2,60000,Qualifying,4/19/2022,4/30/2023,344,Outbound,,Financial Services,,Director of Sales 1,APAC,Apr 2023,Apr 2022
00606000012y8r4,00106000020uwu6AAA,AE 8,33000,Proving,6/2/2022,4/30/2023,300,Inbound,,Financial Services - Banking,,Director of Sales 3,AMER,Apr 2023,Jun 2022
00606000014v29i,00106000024908vAAA,AE 3,60000,Proving,12/3/2022,5/11/2023,116,Inbound,,computer software,,Director of Sales 1,APAC,May 2023,Dec 2022
00606000012wgen,00106000022nOMnAAM,AE 3,90000,Negotiating,9/14/2022,5/13/2023,195,Inbound,,food & beverages,,Director of Sales 1,APAC,May 2023,Sep 2022
00606000012waCc,00106000022m92QAAQ,AE 2,24000,Proving,8/30/2022,5/16/2023,211,Inbound,,information technology & services,,Director of Sales 1,APAC,May 2023,Aug 2022
00606000012wYnb,00106000022lj1EAAQ,AE 6,162722,Contracting,8/25/2022,5/25/2023,216,Inbound,,food & beverages,,Director of Sales 2,EMEA,May 2023,Aug 2022
00606000012ym6w,00106000021f63iAAA,Director of Sales 1,167371.2,Qualifying,7/5/2022,5/26/2023,267,Partner Referral,,"leisure, travel & tourism",,Director of Sales 1,APAC,May 2023,Jul 2022
00606000014v1P4,001060000248dYgAAI,AE 6,139476,Proving,12/1/2022,5/27/2023,118,Inbound,,tobacco,,Director of Sales 2,EMEA,May 2023,Dec 2022
00606000012yCyb,00106000020vWbqAAE,AE 3,60000,Qualifying,6/9/2022,5/31/2023,293,Inbound,1001,entertainment,Corporate,Director of Sales 1,APAC,May 2023,Jun 2022
00606000014uwrJ,0011o00001kD5hQAAS,AE 8,96000,Proving,11/24/2022,5/31/2023,125,Inbound,,hospitality,,Director of Sales 3,AMER,May 2023,Nov 2022
00606000014ufJ3,0011o00001luIAEAA2,AE 4,,Qualifying,10/18/2022,5/31/2023,162,Partner Referral,,,,Director of Sales 2,EMEA,May 2023,Oct 2022
00606000014uhi1,00106000023P45vAAC,AE 7,346614.44,Negotiating,10/24/2022,5/31/2023,156,Partner Referral,,Food & Beverage - Delivery Services,,Director of Sales 2,EMEA,May 2023,Oct 2022
00606000012xOnJ,00106000020u5FZAAY,Director of Sales 1,48000,Proving,4/8/2022,5/31/2023,355,Outbound,,Food & Beverage - Restaurants,,Director of Sales 1,APAC,May 2023,Apr 2022
00606000014v2vN,001060000249MUqAAM,AE 9,50400,Proving,12/6/2022,5/31/2023,113,Inbound,,Retail,,Director of Sales 3,AMER,May 2023,Dec 2022
00606000014v2lw,00106000021dNPPAA2,AE 5,55790.4,Proving,12/6/2022,5/31/2023,113,Inbound,,Financial Services,,Director of Sales 2,EMEA,May 2023,Dec 2022
00606000012bUDP,0010600001z6E9gAAE,AE 6,84000,Scoping,2/16/2022,5/31/2023,406,Inbound,,Agencies / Consultancies / Software Providers,,Director of Sales 2,EMEA,May 2023,Feb 2022
00606000012xCZj,0010600001xEl6lAAC,AE 2,60000,Qualifying,3/18/2022,5/31/2023,376,Outbound,,Other,,Director of Sales 1,APAC,May 2023,Mar 2022
00606000012xEaU,0010600001xEkw6AAC,Director of Sales 1,36000,Qualifying,3/22/2022,5/31/2023,372,Outbound,,,,Director of Sales 1,APAC,May 2023,Mar 2022
00606000012xXZm,0010600001xH8JJAA0,Director of Sales 1,126000,Proving,4/19/2022,5/31/2023,344,Inbound,,Other Consumer Goods - Electronics,,Director of Sales 1,APAC,May 2023,Apr 2022
00606000012yC01,00106000020vOuRAAU,AE 3,120000,Scoping,6/8/2022,6/23/2023,294,Outbound,201,Financial Services,Corporate,Director of Sales 1,APAC,Jun 2023,Jun 2022
00606000012yqAT,0011o00001qZbxxAAC,AE 4,348000,Negotiating,7/12/2022,6/24/2023,260,Inbound,,Retail,,Director of Sales 2,EMEA,Jun 2023,Jul 2022
00606000014v39j,001060000249OlBAAU,AE 9,120000,Scoping,12/8/2022,6/24/2023,111,Inbound,,,,Director of Sales 3,AMER,Jun 2023,Dec 2022
00606000014v7dX,00106000020umD2AAI,AE 9,348000,Proving,12/31/2022,6/24/2023,88,Inbound,,Food & Beverage - Grocery Shops,,Director of Sales 3,AMER,Jun 2023,Dec 2022
00606000012z1KP,00106000022B1E8AAK,AE 4,96000,Proving,8/10/2022,6/30/2023,231,Inbound,,Financial Services,,Director of Sales 2,EMEA,Jun 2023,Aug 2022
00606000012yzJZ,0010600001xH8JJAA0,Director of Sales 1,126000,Qualifying,8/3/2022,6/30/2023,238,Outbound,,Other Consumer Goods - Electronics,,Director of Sales 1,APAC,Jun 2023,Aug 2022
00606000014ultx,00106000023PtynAAC,AE 6,209214,Proving,11/3/2022,6/30/2023,146,Inbound,,internet,,Director of Sales 2,EMEA,Jun 2023,Nov 2022
00606000014uyt9,001060000247aFYAAY,AE 5,55790.4,Proving,11/29/2022,6/30/2023,120,Inbound,,consumer services,,Director of Sales 2,EMEA,Jun 2023,Nov 2022
00606000012yxuj,00106000022A7C4AAK,AE 2,24000,Proving,7/29/2022,6/30/2023,242,Outbound,,Financial Services,,Director of Sales 1,APAC,Jun 2023,Jul 2022
00606000014v5Bs,001060000249tWOAAY,AE 1,48000,Scoping,12/20/2022,6/30/2023,99,Inbound,,information technology & services,,Director of Sales 1,APAC,Jun 2023,Dec 2022
00606000014ujqm,00106000023PUuKAAW,AE 4,69738,Proving,10/29/2022,6/30/2023,151,Inbound,,,,Director of Sales 2,EMEA,Jun 2023,Oct 2022
00606000014ujZg,00106000023PPveAAG,AE 8,60000,Scoping,10/28/2022,6/30/2023,152,Inbound,,biotechnology,,Director of Sales 3,AMER,Jun 2023,Oct 2022
00606000014uiMa,00106000023PAxUAAW,AE 1,48000,Qualifying,10/26/2022,6/30/2023,154,Inbound,,,,Director of Sales 1,APAC,Jun 2023,Oct 2022
00606000014ukj8,00106000023PhowAAC,AE 8,24000,Proving,11/1/2022,6/30/2023,148,Customer Referral,,Other Consumer Goods - Furniture,,Director of Sales 3,AMER,Jun 2023,Nov 2022
00606000014v395,001060000249NisAAE,AE 8,450000,Proving,12/8/2022,6/30/2023,111,Inbound,,"health, wellness & fitness",,Director of Sales 3,AMER,Jun 2023,Dec 2022
00606000014v4Tb,001060000249z89AAA,AE 1,48000,Qualifying,12/16/2022,6/30/2023,103,Inbound,,consumer services,,Director of Sales 1,APAC,Jun 2023,Dec 2022
00606000012weck,00106000022myG7AAI,Director of Sales 1,120000,Qualifying,9/9/2022,6/30/2023,201,Outbound,,internet,,Director of Sales 1,APAC,Jun 2023,Sep 2022
00606000012xuuN,00106000020tR3nAAE,AE 6,69738,Qualifying,5/12/2022,6/30/2023,321,Inbound,,Apparel & Textile,,Director of Sales 2,EMEA,Jun 2023,May 2022
00606000012xPdB,0010600001xGN4AAAW,Director of Sales 1,57600,Proving,4/9/2022,6/30/2023,354,Outbound,,Financial Services,,Director of Sales 1,APAC,Jun 2023,Apr 2022
00606000014v5Cb,00106000024A65oAAC,AE 1,48000,Proving,12/20/2022,6/30/2023,99,Inbound,,apparel & fashion,,Director of Sales 1,APAC,Jun 2023,Dec 2022
00606000012y9Da,0012400000maA1SAAU,AE 6,104607,Proving,6/3/2022,6/30/2023,299,Employee Referral,,e-Commerce,,Director of Sales 2,EMEA,Jun 2023,Jun 2022
00606000014v3v4,001060000249vmrAAA,AE 2,48000,Proving,12/13/2022,7/1/2023,105,Outbound,,Mobility & Transportation - Logistics,,Director of Sales 1,APAC,Jul 2023,Dec 2022
00606000012yTNf,00106000021ck4nAAA,Director of Sales 1,240000,Qualifying,6/16/2022,7/13/2023,286,Partner Referral,,Financial Services,,Director of Sales 1,APAC,Jul 2023,Jun 2022
00606000014v5b7,00106000024A7rCAAS,AE 9,120000,Scoping,12/21/2022,7/22/2023,98,Inbound,,pharmaceuticals,,Director of Sales 3,AMER,Jul 2023,Dec 2022
00606000014v0as,001060000248aEOAAY,AE 7,69738,Scoping,11/30/2022,7/29/2023,119,Inbound,,information technology & services,,Director of Sales 2,EMEA,Jul 2023,Nov 2022
00606000014urPF,00106000020rVzKAAU,AE 2,36000,Qualifying,11/15/2022,7/29/2023,134,Outbound,,,,Director of Sales 1,APAC,Jul 2023,Nov 2022
00606000014v4QV,00106000024A0ZtAAK,AE 8,60000,Qualifying,12/16/2022,7/30/2023,103,Inbound,,consumer goods,,Director of Sales 3,AMER,Jul 2023,Dec 2022
00606000012yCVy,00106000020vReFAAU,AE 8,120000,Scoping,6/8/2022,7/31/2023,294,Inbound,,Retail,,Director of Sales 3,AMER,Jul 2023,Jun 2022
00606000012xjrG,00106000020sISjAAM,AE 5,55790.4,Proving,4/28/2022,7/31/2023,335,Inbound,,Financial Services,,Director of Sales 2,EMEA,Jul 2023,Apr 2022
00606000012yxH7,00106000022A2WZAA0,AE 8,60000,Proving,7/28/2022,7/31/2023,243,Inbound,,internet,,Director of Sales 3,AMER,Jul 2023,Jul 2022
00606000014upBQ,00106000023Qv2SAAS,AE 5,22316.16,Proving,11/9/2022,7/31/2023,140,Partner Referral,,e-Commerce,,Director of Sales 2,EMEA,Jul 2023,Nov 2022
00606000014ulal,00106000023Pq1PAAS,AE 10,30000,Proving,11/2/2022,7/31/2023,147,Inbound,,Financial Services,,Director of Sales 3,AMER,Jul 2023,Nov 2022
00606000012wiH5,00106000022neCOAAY,AE 8,36000,Qualifying,9/16/2022,7/31/2023,194,Inbound,,computer software,,Director of Sales 3,AMER,Jul 2023,Sep 2022
00606000012yquM,00106000021ffbAAAQ,AE 8,108000,Scoping,7/13/2022,7/31/2023,259,Inbound,,restaurants,,Director of Sales 3,AMER,Jul 2023,Jul 2022
00606000012wVgr,00106000020rWwDAAU,AE 8,48000,Qualifying,8/18/2022,7/31/2023,223,Inbound,,wholesale,,Director of Sales 3,AMER,Jul 2023,Aug 2022
00606000014v34U,001060000249Nu8AAE,AE 8,24000,Proving,12/7/2022,7/31/2023,112,Inbound,,consumer goods,,Director of Sales 3,AMER,Jul 2023,Dec 2022
00606000014v1V2,001060000248exeAAA,AE 10,60000,Scoping,12/1/2022,7/31/2023,118,Inbound,,internet,,Director of Sales 3,AMER,Jul 2023,Dec 2022
00606000014v53U,00106000024A3GnAAK,AE 8,96000,Qualifying,12/17/2022,7/31/2023,102,Inbound,,Retail,,Director of Sales 3,AMER,Jul 2023,Dec 2022
00606000014uqfM,00106000023RA0PAAW,AE 5,83685.6,Qualifying,11/12/2022,7/31/2023,137,Inbound,,sporting goods,,Director of Sales 2,EMEA,Jul 2023,Nov 2022
00606000014uqy4,00106000023RCmzAAG,AE 8,60000,Proving,11/12/2022,7/31/2023,137,Inbound,,wholesale,,Director of Sales 3,AMER,Jul 2023,Nov 2022
00606000014upH9,00106000023QvyDAAS,Director of Sales 2,48000,Qualifying,11/9/2022,7/31/2023,140,Customer Referral,,Other Consumer Goods,,Director of Sales 2,EMEA,Jul 2023,Nov 2022
00606000012xtZO,0010600001xEMCeAAO,AE 8,120000,Scoping,5/10/2022,7/31/2023,323,Customer Referral,,,,Director of Sales 3,AMER,Jul 2023,May 2022
00606000014v4cJ,00106000024A2CPAA0,AE 3,30000,Qualifying,12/16/2022,8/10/2023,102,Inbound,,environmental services,,Director of Sales 1,APAC,Aug 2023,Dec 2022
00606000012z0K9,00106000022AcpgAAC,AE 3,120000,Qualifying,8/6/2022,8/17/2023,235,Outbound,,Financial Services,,Director of Sales 1,APAC,Aug 2023,Aug 2022
00606000014v0Z1,001060000248ZyFAAU,AE 7,82527.25,Qualifying,11/30/2022,8/26/2023,119,Inbound,,Financial Services,,Director of Sales 2,EMEA,Aug 2023,Nov 2022
00606000012yu1h,00106000021g8kFAAQ,AE 8,36000,Scoping,7/20/2022,8/31/2023,252,Inbound,,internet,,Director of Sales 3,AMER,Aug 2023,Jul 2022
00606000012whRR,00106000022nTKiAAM,AE 1,120000,Proving,9/15/2022,8/31/2023,194,Outbound,,e-Commerce,,Director of Sales 1,APAC,Aug 2023,Sep 2022
00606000012ywOx,001060000229tEDAAY,Director of Sales 1,120000,Proving,7/27/2022,8/31/2023,245,Partner Referral,,Financial Services,,Director of Sales 1,APAC,Aug 2023,Jul 2022
00606000012wXrr,00106000021fGSPAA2,AE 4,125528.4,Proving,8/24/2022,8/31/2023,217,Outbound,,internet,,Director of Sales 2,EMEA,Aug 2023,Aug 2022
00606000014v2YY,001060000249EXJAA2,AE 4,348690,Qualifying,12/3/2022,8/31/2023,116,Inbound,,,,Director of Sales 2,EMEA,Aug 2023,Dec 2022
00606000014v4v1,001060000249uLlAAI,AE 9,,Qualifying,12/17/2022,9/16/2023,102,Outbound,,,,Director of Sales 3,AMER,Sep 2023,Dec 2022
00606000014v2uj,001060000249MHWAA2,AE 9,120000,Scoping,12/6/2022,9/23/2023,113,Inbound,,internet,,Director of Sales 3,AMER,Sep 2023,Dec 2022
00606000014ukvs,00106000023PjkdAAC,AE 6,41842.8,Qualifying,11/1/2022,9/30/2023,148,Inbound,,apparel & fashion,,Director of Sales 2,EMEA,Sep 2023,Nov 2022
00606000014ulF9,00106000023Po61AAC,AE 6,55790.4,Qualifying,11/2/2022,9/30/2023,147,Inbound,,Retail,,Director of Sales 2,EMEA,Sep 2023,Nov 2022
00606000012wlO5,00106000022ohjFAAQ,AE 6,69738,Qualifying,9/22/2022,9/30/2023,188,Inbound,,wine & spirits,,Director of Sales 2,EMEA,Sep 2023,Sep 2022
00606000012wlNH,00106000022ohZ8AAI,AE 8,48000,Qualifying,9/22/2022,9/30/2023,188,Inbound,,Financial Services,,Director of Sales 3,AMER,Sep 2023,Sep 2022
00606000012yOLl,00106000020v6ayAAA,AE 6,251056.8,Scoping,6/10/2022,9/30/2023,292,Partner Referral,,,,Director of Sales 2,EMEA,Sep 2023,Jun 2022
00606000014ubnL,00106000023Nxc0AAC,AE 6,34869,Scoping,10/11/2022,9/30/2023,169,Inbound,,automotive,,Director of Sales 2,EMEA,Sep 2023,Oct 2022
00606000014ua7Y,00106000023NfW2AAK,AE 8,150000,Scoping,10/7/2022,9/30/2023,173,Inbound,,Financial Services,,Director of Sales 3,AMER,Sep 2023,Oct 2022
00606000012yb1B,00106000021dRoFAAU,AE 6,48816.6,Scoping,6/22/2022,9/30/2023,280,Outbound,,Financial Services,,Director of Sales 2,EMEA,Sep 2023,Jun 2022
00606000012yYaw,00106000021d9bdAAA,AE 6,83685.6,Qualifying,6/18/2022,9/30/2023,284,Inbound,,publishing,,Director of Sales 2,EMEA,Sep 2023,Jun 2022
00606000012xxTP,0010600001yM3btAAC,AE 6,12204.15,Qualifying,5/18/2022,9/30/2023,315,Inbound,,,,Director of Sales 2,EMEA,Sep 2023,May 2022
00606000014ujrf,00106000023PV2EAAW,AE 6,111580.8,Scoping,10/29/2022,9/30/2023,151,Inbound,,consumer goods,,Director of Sales 2,EMEA,Sep 2023,Oct 2022
00606000014uhSD,00106000023Ov24AAC,AE 8,120000,Qualifying,10/22/2022,9/30/2023,158,Inbound,,apparel & fashion,,Director of Sales 3,AMER,Sep 2023,Oct 2022
00606000014v3lY,001060000249svnAAA,AE 6,125528.4,Scoping,12/13/2022,9/30/2023,106,Inbound,,renewables & environment,,Director of Sales 2,EMEA,Sep 2023,Dec 2022
00606000014v4Ue,00106000024A0yAAAS,AE 6,97633.2,Qualifying,12/16/2022,9/30/2023,103,Inbound,,Financial Services,,Director of Sales 2,EMEA,Sep 2023,Dec 2022
00606000014v3uV,001060000249uJVAAY,AE 8,60000,Scoping,12/13/2022,9/30/2023,106,Inbound,,"leisure, travel & tourism",,Director of Sales 3,AMER,Sep 2023,Dec 2022
00606000014upaL,00106000023R6OOAA0,AE 6,111580.8,Qualifying,11/10/2022,9/30/2023,139,Inbound,,,,Director of Sales 2,EMEA,Sep 2023,Nov 2022
00606000014uqCZ,001240000109nQbAAI,AE 6,139476,Qualifying,11/11/2022,9/30/2023,138,Inbound,,internet,,Director of Sales 2,EMEA,Sep 2023,Nov 2022
00606000012xEq3,0010600001xEzMCAA0,AE 6,55790.4,Qualifying,3/22/2022,9/30/2023,372,Inbound,,Travel - Hospitality,,Director of Sales 2,EMEA,Sep 2023,Mar 2022
00606000014v5H2,00106000024A6PZAA0,AE 4,139476,Scoping,12/20/2022,10/14/2023,99,Inbound,,luxury goods & jewelry,,Director of Sales 2,EMEA,Oct 2023,Dec 2022
00606000014uqy9,00106000023RCoRAAW,AE 9,120000,Scoping,11/12/2022,10/28/2023,137,Inbound,,security & investigations,,Director of Sales 3,AMER,Oct 2023,Nov 2022
00606000014uj9O,00106000023PKvrAAG,AE 8,84000,Proving,10/27/2022,10/31/2023,153,Partner Referral,,computer software,,Director of Sales 3,AMER,Oct 2023,Oct 2022
00606000012xbnx,0010600001xHOYfAAO,AE 7,297098.09,Negotiating,4/22/2022,10/31/2023,341,Inbound,,Apparel & Textile - Sportswear / Sports Gear,,Director of Sales 2,EMEA,Oct 2023,Apr 2022
00606000014uvNX,001060000247tC9AAI,AE 9,60000,Proving,11/22/2022,11/18/2023,127,Inbound,,information technology & services,,Director of Sales 3,AMER,Nov 2023,Nov 2022
00606000012yvNo,00106000021gFJNAA2,AE 8,132000,Qualifying,7/23/2022,11/30/2023,249,Inbound,,Food & Beverage - Supermarket Chains,,Director of Sales 3,AMER,Nov 2023,Jul 2022
00606000014v5kO,00106000024A8snAAC,AE 5,55790.4,Proving,12/22/2022,12/31/2023,97,Inbound,,Financial Services,,Director of Sales 2,EMEA,Dec 2023,Dec 2022
00606000012xyK9,00106000020tvKPAAY,AE 5,209214,Scoping,5/19/2022,12/31/2023,314,Inbound,,Food & Beverage - Supermarket Chains,,Director of Sales 2,EMEA,Dec 2023,May 2022